"Discount name","Discount method","Discount type","Discount class","Applied discounts","Discounted orders","Gross sales","Returns","Net sales","Shipping charges","Taxes","Total sales"
"ZUYGMXJW","discount_code","percentage","order",-192,1,1669.54,0,1001.74,0,150.26,1152
"XBEREHZD","discount_code","percentage","order",-128,1,1280,0,1152,0,0,1152
"BNV0LT5N","discount_code","percentage","order",-192,1,1669.54,0,1001.74,0,150.26,1152
"HBTCAPQ2","discount_code","fixed_amount","order",-30,1,1026.07,0,1000,0,150,1150
"1DVABP7T","discount_code","fixed_amount","order",-100,1,1086.95,0,1000,0,150,1150
"ING4OCC3","discount_code","fixed_amount","order",-1,1,999.99,0,999.13,0,149.87,1149
"Happy Hour Discount-2025-11-20T22:00:00Z","automatic","percentage","order",-202.5,1,1173.91,0,997.83,0,149.67,1147.5
"NY37UOU4","discount_code","fixed_amount","order",-1,1,991.3,0,990.44,0,148.56,1139
"QLNFS5KB","discount_code","fixed_amount","order",-112,1,1086.96,0,989.57,0,148.43,1138
"MG2A7PVU","discount_code","fixed_amount","order",-200,1,1156.52,0,982.61,0,147.39,1130
"VOTWJWCX","discount_code","fixed_amount","order",-200,1,1156.51,0,982.61,0,147.39,1130
"PEVCNZPY","discount_code","fixed_amount","order",-200,1,1156.52,0,982.61,0,147.39,1130
"UD48NZDM","discount_code","fixed_amount","order",-200,1,1152.16,0,978.26,0,146.74,1125
"XZQAFYDN","discount_code","fixed_amount","order",-50,1,1021.73,0,978.26,0,146.74,1125
"OJ0TIUI6","discount_code","fixed_amount","order",-200,1,1256.46,0,974.35,0,146.15,1120.5
"NN5NGIA3","discount_code","percentage","order",-140,1,1400,0,1120,0,0,1120
"JAQSZSEA","discount_code","percentage","order",-140,1,1400,0,1120,0,0,1120
"RIOKMJZV","discount_code","percentage","order",-186,1,1617.35,0,970.43,0,145.57,1116
"SPAFMTT1","discount_code","percentage","order",-186,1,1617.35,0,970.43,0,145.57,1116
"RXU53X1P","discount_code","percentage","order",-186,1,1617.35,0,970.43,0,145.57,1116
"0GBQAPMD","discount_code","percentage","order",-186,1,1617.35,0,970.43,0,145.57,1116
"Y71ZUFBB","discount_code","fixed_amount","order",-500,1,1399.99,0,965.22,0,144.78,1110
"0X3I2NBP","discount_code","fixed_amount","order",-100,1,1049.55,0,962.61,0,144.39,1107
"Happy Hour Discount-2026-01-30T22:00:00Z","automatic","percentage","order",-194.25,1,1126.06,0,957.17,0,143.58,1100.75
"PBDARQR4","discount_code","fixed_amount","order",-100,1,1043.46,0,956.52,0,143.48,1100
"DVG1WAQN","discount_code","fixed_amount","order",-100,1,1043.46,0,956.52,0,143.48,1100
"LIKQSU8Y","discount_code","fixed_amount","order",-1000,1,1826.07,0,956.52,0,143.48,1100
"K6NXBHA0","discount_code","fixed_amount","order",-1,1,956.5,0,955.65,0,143.35,1099
"UBXWOCLX","discount_code","fixed_amount","order",-423,1,1321.73,0,953.91,0,143.09,1097
"Happy Hour Discount-2025-12-26T22:00:00Z","automatic","percentage","order",-193.5,2,1215.64,0,1033.3,0,63.2,1096.5
"HHVDZ6OJ","discount_code","fixed_amount","order",-14,1,965.2,0,953.04,0,142.96,1096
"EN3YW1YB","discount_code","fixed_amount","order",-1000,1,1872.15,0,978.96,0,117.04,1096
"KVEXU1UR","discount_code","fixed_amount","order",-100,1,1034.78,0,947.83,0,142.17,1090
"EMCD7YHX","discount_code","fixed_amount","order",-50,1,986.93,0,943.48,0,141.52,1085
"Q09CMLN4","discount_code","percentage","order",-135,1,1347.37,0,1077.91,0,2.09,1080
"LMVEWZJ4","discount_code","fixed_amount","order",-40,1,973.89,0,939.13,0,140.87,1080
"CIEFYPS7","discount_code","percentage","order",-135,1,1347.37,0,1077.91,0,2.09,1080
"GL4IHKEK","discount_code","fixed_amount","order",-1,1,939.1,0,938.26,0,140.74,1079
"AA2A7BRW","discount_code","fixed_amount","order",-500,1,1373.03,0,938.26,0,140.74,1079
"JLKDCQIQ","discount_code","fixed_amount","order",-500,1,1368.67,0,933.91,0,140.09,1074
"1G62CJFT","discount_code","fixed_amount","order",-200,1,1104.33,0,930.43,0,139.57,1070
"IWV5KHID","discount_code","fixed_amount","order",-1,1,930.43,0,929.57,0,139.43,1069
"XJZGT2MU","discount_code","fixed_amount","order",-200,1,1099.98,0,926.09,0,138.91,1065
"BOBJ6K5O","discount_code","fixed_amount","order",-1000,1,1793.03,0,923.48,0,138.52,1062
"CEBPAWGD","discount_code","fixed_amount","order",-200,1,1095.64,0,921.74,0,138.26,1060
"Happy Hour Discount-2026-01-07T22:00:00Z","automatic","percentage","order",-186,1,1103.02,0,937.59,0,116.41,1054
"SIMPNCWK","discount_code","fixed_amount","order",-120,1,1013.04,0,908.7,0,136.3,1045
"ULFCIPVC","discount_code","percentage","order",-116,1,1008.7,0,907.83,0,136.17,1044
"XSDJVLHR","discount_code","percentage","order",-116,1,1008.7,0,907.83,0,136.17,1044
"OVRRTMG9","discount_code","percentage","order",-116,1,1008.7,0,907.83,0,136.17,1044
"ESNIFHDD","discount_code","percentage","order",-116,1,1008.69,0,907.83,0,136.17,1044
"E4LK1N6M","discount_code","fixed_amount","order",-100,1,991.29,0,904.35,0,135.65,1040
"KMEX21QB","discount_code","fixed_amount","order",-100,1,991.29,0,904.35,0,135.65,1040
"AZAX87IB","discount_code","fixed_amount","order",-100,1,991.3,0,904.35,0,135.65,1040
"FQ9H7JZY","discount_code","fixed_amount","order",-100,1,1040.87,0,949.57,0,90.43,1040
"Happy Hour Discount-2025-12-27T22:00:00Z","automatic","percentage","order",-183,2,1060.84,0,901.74,0,135.26,1037
"Happy Hour Discount-2025-12-31T22:00:00Z","automatic","percentage","order",-183,1,1060.83,0,901.74,0,135.26,1037
"YR5JCN0G","discount_code","fixed_amount","order",-200,1,1098.02,0,899.13,0,134.87,1034
"LHBABQAB","discount_code","fixed_amount","order",-500,1,1380,0,929.02,0,100.98,1030
"DLLNUPDR","discount_code","fixed_amount","order",-1,1,895.64,0,894.78,0,134.22,1029
"GAYEV9IE","discount_code","percentage","order",-114,1,991.3,0,892.17,0,133.83,1026
"4NN8ATJS","discount_code","fixed_amount","order",-500,1,1326.07,0,891.3,0,133.7,1025
"THFAJSQ8","discount_code","fixed_amount","order",-500,1,1346.51,0,903.59,0,116.41,1020
"Q6FGWZFT","discount_code","fixed_amount","order",-500,1,1321.73,0,886.96,0,133.04,1020
"XEEVCVWD","discount_code","fixed_amount","order",-200,1,1220,0,1020,0,0,1020
"D8HHUTPM","discount_code","fixed_amount","order",-200,1,1052.16,0,878.26,0,131.74,1010
"TWWHZXWP","discount_code","fixed_amount","order",-160,1,1013.02,0,873.91,0,131.09,1005
"MZ6JZ4ZY","discount_code","fixed_amount","order",-20,1,886.95,0,869.57,0,130.43,1000
"NFJFJQGC","discount_code","fixed_amount","order",-100,1,956.52,0,869.57,0,130.43,1000
"KLQRAUMZ","discount_code","fixed_amount","order",-112,1,965.21,0,867.83,0,130.17,998
"IVFB7EH3","discount_code","fixed_amount","order",-100,1,947.82,0,860.87,0,129.13,990
"HFNDSWHT","discount_code","fixed_amount","order",-1,1,860.86,0,860,0,129,989
"QB2XTOJM","discount_code","fixed_amount","order",-1,1,856.5,0,855.65,0,128.35,984
"TNSKL5BU","discount_code","fixed_amount","order",-100,1,939.11,0,852.17,0,127.83,980
"MYSY2CRY","discount_code","fixed_amount","order",-52,1,895.61,0,850.43,0,127.57,978
"Happy Hour Discount-2026-01-04T22:00:00Z","automatic","percentage","order",-172.5,1,999.99,0,850,0,127.5,977.5
"YNSR3DCX","discount_code","fixed_amount","order",-200,1,1023.47,0,849.57,0,127.43,977
"ZGXZTD4M","discount_code","fixed_amount","order",-100,1,930.43,0,843.48,0,126.52,970
"Happy Hour Discount-2025-12-04T22:00:00Z","automatic","percentage","order",-171,1,991.29,0,842.61,0,126.39,969
"BLKJSGPL","discount_code","fixed_amount","order",-1,1,843.47,0,842.61,0,126.39,969
"Happy Hour Discount-2025-12-11T22:00:00Z","automatic","percentage","order",-171,1,991.29,0,842.61,0,126.39,969
"TWXVPRTJ","discount_code","fixed_amount","order",-1,1,893.02,0,892.12,0,76.88,969
"Family and friends","manual","percentage",,-171,1,991.29,0,842.61,0,126.39,969
"A8AMECGY","discount_code","fixed_amount","order",-1,1,917.81,0,916.88,0,52.12,969
"HZN0NM3U","discount_code","fixed_amount","order",-232,1,1043.46,0,841.74,0,126.26,968
"UFZYJMJ1","discount_code","fixed_amount","order",-100,1,926.07,0,839.13,0,125.87,965
"HTI78CTU","discount_code","fixed_amount","order",-500,1,1269.55,0,834.78,0,125.22,960
"WQPRZRCD","discount_code","fixed_amount","order",-100,1,921.72,0,834.78,0,125.22,960
"VPZPRUZT","discount_code","percentage","order",-106.4,1,925.21,0,832.7,0,124.9,957.6
"0HK0GKBH","discount_code","fixed_amount","order",-150,1,956.52,0,826.09,0,123.91,950
"KZ85O5YE","discount_code","fixed_amount","order",-100,1,913.04,0,826.09,0,123.91,950
"HMQEGASV","discount_code","fixed_amount","order",-1,1,826.08,0,825.22,0,123.78,949
"NERMXXGE","discount_code","fixed_amount","order",-1,1,826.08,0,825.22,0,123.78,949
"XYVV5YCY","discount_code","fixed_amount","order",-45,1,860.86,0,821.74,0,123.26,945
"8CSK7WSM","discount_code","fixed_amount","order",-200,1,1140,0,940,0,0,940
"Q2DHTOHV","discount_code","fixed_amount","order",-200,1,1140,0,940,0,0,940
"NB5NJQWV","discount_code","fixed_amount","order",-200,1,991.29,0,817.39,0,122.61,940
"DDSMIJMO","discount_code","fixed_amount","order",-200,1,1140,0,940,0,0,940
"F7GRY8AO","discount_code","fixed_amount","order",-200,1,991.3,0,817.39,0,122.61,940
"AESLSVGN","discount_code","fixed_amount","order",-30,1,843.46,0,817.39,0,122.61,940
"IGHEF5AA","discount_code","fixed_amount","order",-200,1,986.95,0,813.04,0,121.96,935
"GPTZKODK","discount_code","fixed_amount","order",-100,1,899.11,0,812.17,0,121.83,934
"M83JYWLG","discount_code","fixed_amount","order",-1000,1,1754.34,0,846.3,0,85.7,932
"QKYX0HAP","discount_code","fixed_amount","order",-100,1,897.36,0,810.43,0,121.57,932
"45NJ6LIC","discount_code","fixed_amount","order",-200,1,982.59,0,808.7,0,121.3,930
"FZFK6DFX","discount_code","fixed_amount","order",-224,1,1000,0,805.22,0,120.78,926
"ZZX6UDFB","discount_code","fixed_amount","order",-44,1,843.47,0,805.22,0,120.78,926
"X7U8CDZW","discount_code","fixed_amount","order",-100,1,891.29,0,804.35,0,120.65,925
"FPBNRETS","discount_code","fixed_amount","order",-500,1,1236.51,0,801.74,0,120.26,922
"KPYZ4ZFO","discount_code","fixed_amount","order",-31,1,826.08,0,799.13,0,119.87,919
"Happy Hour Discount-2025-12-23T22:00:00Z","automatic","percentage","order",-161.1,1,933.9,0,793.83,0,119.07,912.9
"MO3FSXLA","discount_code","fixed_amount","order",-82,1,860.85,0,789.57,0,118.43,908
"SIHET0NC","discount_code","fixed_amount","order",-1000,1,1652.16,0,782.61,0,117.39,900
"QWCABI45","discount_code","percentage","order",-111.8,1,972.12,0,777.74,0,116.66,894.4
"MTIKQMHS","discount_code","percentage","order",-111.8,1,972.12,0,777.74,0,116.66,894.4
"Happy Hour Discount-2025-11-09T22:00:00Z","automatic","percentage","order",-157.5,1,913.03,0,776.09,0,116.41,892.5
"VQFCEKSM","discount_code","fixed_amount","order",-28,1,799.99,0,775.65,0,116.35,892
"CSN0IWLH","discount_code","fixed_amount","order",-200,1,947.81,0,773.91,0,116.09,890
"4OIXCNRA","discount_code","fixed_amount","order",-200,1,946.93,0,773.04,0,115.96,889
"YTKJBP99","discount_code","fixed_amount","order",-168,1,917.38,0,771.3,0,115.7,887
"PFXTMJWL","discount_code","fixed_amount","order",-400,1,1114.75,0,766.96,0,115.04,882
"V9EE92ZW","discount_code","fixed_amount","order",-71,1,826.08,0,764.35,0,114.65,879
"UZWFRDLR","discount_code","fixed_amount","order",-282,1,1008.68,0,763.48,0,114.52,878
"U2DZ9XSZ","discount_code","fixed_amount","order",-200,1,934.78,0,760.87,0,114.13,875
"OGGVARQN","discount_code","percentage","order",-97,1,843.46,0,759.13,0,113.87,873
"Happy Hour Discount-2025-11-21T22:00:00Z","automatic","percentage","order",-153,1,886.93,0,753.91,0,113.09,867
"I9PIQI4L","discount_code","fixed_amount","order",-200,1,922.59,0,748.7,0,112.3,861
"Happy Hour Discount-2026-01-25T22:00:00Z","automatic","percentage","order",-151.5,1,878.24,0,746.52,0,111.98,858.5
"Discount","manual","fixed_amount",,-705,2,1356.5,0,743.48,0,111.52,855
"UCIYTTDZ","discount_code","percentage","order",-95,1,826.08,0,743.48,0,111.52,855
"XH46QRFM","discount_code","fixed_amount","order",-138,1,860.86,0,740.87,0,111.13,852
"NNVBNLUT","discount_code","fixed_amount","order",-200,1,1050,0,850,0,0,850
"TSIWGUMV","discount_code","fixed_amount","order",-100,1,826.08,0,739.13,0,110.87,850
"OIXPIPVA","discount_code","fixed_amount","order",-100,1,826.08,0,739.13,0,110.87,850
"VA726K88","discount_code","fixed_amount","order",-100,1,826.08,0,739.13,0,110.87,850
"A64VEV4E","discount_code","fixed_amount","order",-200,1,1050,0,850,0,0,850
"RVVZ0TLJ","discount_code","fixed_amount","order",-100,1,826.08,0,739.13,0,110.87,850
"U4VZWE3W","discount_code","fixed_amount","order",-100,1,826.08,0,739.13,0,110.87,850
"SALMCZM7","discount_code","fixed_amount","order",-200,1,983.03,0,794.9,0,50.1,845
"QSKJJFNL","discount_code","fixed_amount","order",-296,1,991.3,0,733.91,0,110.09,844
"EFRMPW2S","discount_code","fixed_amount","order",-19,1,747.82,0,731.3,0,109.7,841
"PRF7MGQG","discount_code","fixed_amount","order",-620,1,1269.54,0,730.43,0,109.57,840
"Cash deal + friends and family ","manual","fixed_amount",,-210,1,913.03,0,730.43,0,109.57,840
"TGLFCN8V","discount_code","fixed_amount","order",-200,1,904.34,0,730.44,0,109.56,840
"FS6MZ5VA","discount_code","fixed_amount","order",-500,1,1156.51,0,721.74,0,108.26,830
"SE2IUKWI","discount_code","percentage","order",-92,1,799.99,0,720,0,108,828
"30% Customer Discount ","manual","fixed_amount",,-354,1,1026.06,0,718.26,0,107.74,826
"H0Z3ERMQ","discount_code","fixed_amount","order",-200,1,891.29,0,717.39,0,107.61,825
"XEHFZADT","discount_code","fixed_amount","order",-200,1,891.29,0,717.39,0,107.61,825
"EFFAUTE8","discount_code","fixed_amount","order",-200,1,890.42,0,716.52,0,107.48,824
"MHZ5HOZM","discount_code","fixed_amount","order",-200,1,890.41,0,716.52,0,107.48,824
"XPGQKNHX","discount_code","fixed_amount","order",-400,1,1060.85,0,713.04,0,106.96,820
"YCR4AWIA","discount_code","fixed_amount","order",-200,1,882.6,0,708.7,0,106.3,815
"Happy Hour Discount-2025-11-28T22:00:00Z","automatic","percentage","order",-142.5,1,826.07,0,702.17,0,105.33,807.5
"Happy Hour Discount-2025-12-16T22:00:00Z","automatic","percentage","order",-142.5,1,850.86,0,723.24,0,84.26,807.5
"Happy Hour Discount-2025-12-25T22:00:00Z","automatic","percentage","order",-142.5,1,826.08,0,702.17,0,105.33,807.5
"Happy Hour Discount-2025-12-05T22:00:00Z","automatic","percentage","order",-142.5,1,826.07,0,702.17,0,105.33,807.5
"Happy Hour Discount-2025-12-01T22:00:00Z","automatic","percentage","order",-142.5,1,826.07,0,702.17,0,105.33,807.5
"Happy Hour Discount-2026-01-12T22:00:00Z","automatic","percentage","order",-142.5,1,826.08,0,702.17,0,105.33,807.5
"Happy Hour Discount-2025-12-13T22:00:00Z","automatic","percentage","order",-142.5,1,826.07,0,702.17,0,105.33,807.5
"RQAKKABE","discount_code","fixed_amount","order",-15,1,713.04,0,700,0,105,805
"E56LSBDZ","discount_code","fixed_amount","order",-100,1,782.59,0,695.65,0,104.35,800
"C6L0SSCB","discount_code","fixed_amount","order",-200,1,1000,0,800,0,0,800
"FRDB2CUO","discount_code","fixed_amount","order",-1000,1,1565.2,0,695.65,0,104.35,800
"MCE1LCVZ","discount_code","fixed_amount","order",-1,1,695.63,0,694.78,0,104.22,799
"CXN1LAZ8","discount_code","fixed_amount","order",-1,1,695.64,0,694.78,0,104.22,799
"G6QWOSNR","discount_code","fixed_amount","order",-1000,1,1559.98,0,690.44,0,103.56,794
"ZDZQLPDI","discount_code","fixed_amount","order",-200,1,910.43,0,726.51,0,63.49,790
"GMAFLI9V","discount_code","fixed_amount","order",-100,1,773.9,0,686.96,0,103.04,790
"IIA7Q3RN","discount_code","fixed_amount","order",-200,1,858.26,0,684.35,0,102.65,787
"8AIA5249","discount_code","fixed_amount","order",-200,1,856.5,0,682.61,0,102.39,785
"OCEWN715","discount_code","fixed_amount","order",-1,1,678.25,0,677.39,0,101.61,779
"M0GPGAVF","discount_code","fixed_amount","order",-1,1,678.25,0,677.39,0,101.61,779
"UNATHFB9","discount_code","fixed_amount","order",-1,1,678.25,0,677.39,0,101.61,779
"HP3V3HDB","discount_code","fixed_amount","order",-1,1,678.25,0,677.39,0,101.61,779
"CEPWEIWF","discount_code","fixed_amount","order",-22,1,695.62,0,676.52,0,101.48,778
"XX9L9CVD","discount_code","fixed_amount","order",-200,1,1139.12,0,675.65,0,101.35,777
"ORNN9MS1","discount_code","fixed_amount","order",-200,1,897.37,0,713.31,0,61.69,775
"YHWF6ZUT","discount_code","fixed_amount","order",-100,1,760.86,0,673.91,0,101.09,775
"7AXGIEGQ","discount_code","fixed_amount","order",-200,1,847.81,0,673.91,0,101.09,775
"IB3ODT8E","discount_code","fixed_amount","order",-200,1,917.82,0,728.58,0,41.42,770
"SI73U3AQ","discount_code","fixed_amount","order",-500,1,1104.35,0,669.57,0,100.43,770
"FWBQ1NNK","discount_code","fixed_amount","order",-10,1,678.25,0,669.57,0,100.43,770
"YCXHM6QK","discount_code","fixed_amount","order",-200,1,843.48,0,669.57,0,100.43,770
"Happy Hour Discount-2026-01-31T22:00:00Z","automatic","percentage","order",-134.25,1,778.24,0,661.52,0,99.23,760.75
"IMJDYQEZ","discount_code","fixed_amount","order",-20,1,678.25,0,660.87,0,99.13,760
"LZ4MDKIO","discount_code","fixed_amount","order",-1,1,660.86,0,660,0,99,759
"4WB430ZG","discount_code","fixed_amount","order",-1,1,660.86,0,660,0,99,759
"ODVMJUVY","discount_code","percentage","order",-84,1,730.43,0,657.39,0,98.61,756
"XHH2ICM2","discount_code","fixed_amount","order",-40,1,691.28,0,656.52,0,98.48,755
"D1SJXHJG","discount_code","fixed_amount","order",-670,1,1238.22,0,655.65,0,98.35,754
"F2AHDJ2G","discount_code","fixed_amount","order",-26,1,678.25,0,655.65,0,98.35,754
"ZUGLUUWA","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"D2P9SZI9","discount_code","fixed_amount","order",-200,1,950,0,750,0,0,750
"O9WAZWJF","discount_code","fixed_amount","order",-270,1,886.96,0,652.18,0,97.82,750
"IJOAJFS7","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"5OA4SCTJ","discount_code","fixed_amount","order",-200,1,826.07,0,652.17,0,97.83,750
"OLCKKZPF","discount_code","fixed_amount","order",-200,1,850.86,0,671.74,0,78.26,750
"FP5BELIN","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"OBDBOGRP","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"UZCJNTOT","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"FQBRGNY8","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"L6SUZEIQ","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"4FYDB67M","discount_code","fixed_amount","order",-160,1,791.29,0,652.17,0,97.83,750
"HZN58J6N","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"ARYAQZAK","discount_code","fixed_amount","order",-200,1,826.07,0,652.17,0,97.83,750
"6VHOZCLD","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"H19U1FUI","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"YQ3HBZPE","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"LJMPR7G7","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"4DB06LON","discount_code","fixed_amount","order",-100,1,739.1,0,652.17,0,97.83,750
"UVALSYB8","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"PN8ORLK2","discount_code","fixed_amount","order",-200,1,826.08,0,652.17,0,97.83,750
"EEXWYLKS","discount_code","fixed_amount","order",-31,1,703.02,0,675.1,0,73.9,749
"C75S568F","discount_code","fixed_amount","order",-32,1,678.24,0,650.43,0,97.57,748
"FBK9QRAE","discount_code","fixed_amount","order",-100,1,758.67,0,668.8,0,75.2,744
"2CUGSIOR","discount_code","fixed_amount","order",-400,1,1019.54,0,663.08,0,80.92,744
"MBEZQVC4","discount_code","fixed_amount","order",-207,1,826.08,0,646.09,0,96.91,743
"4AM2MDBW","discount_code","fixed_amount","order",-20,1,660.85,0,643.48,0,96.52,740
"AEV53UCZ","discount_code","fixed_amount","order",-20,1,660.85,0,643.48,0,96.52,740
"RB8YIFRY","discount_code","percentage","order",-82,1,713.04,0,641.74,0,96.26,738
"MHYIUIFZ","discount_code","fixed_amount","order",-100,1,726.07,0,639.13,0,95.87,735
"YVM6EWUE","discount_code","fixed_amount","order",-16,1,652.17,0,638.26,0,95.74,734
"IGJZCWPA","discount_code","fixed_amount","order",-200,1,799.99,0,626.09,0,93.91,720
"ZE2VHNAT","discount_code","fixed_amount","order",-100,1,712.16,0,625.22,0,93.78,719
"BGMVWJSV","discount_code","fixed_amount","order",-200,1,798.24,0,624.35,0,93.65,718
"GJ2ZYXNC","discount_code","fixed_amount","order",-100,1,708.67,0,621.74,0,93.26,715
"4ICKZQDX","discount_code","fixed_amount","order",-48,1,660.86,0,619.13,0,92.87,712
"51YA48XY","discount_code","fixed_amount","order",-200,1,791.29,0,617.39,0,92.61,710
"N08RAD7H","discount_code","percentage","order",-78,1,678.24,0,610.43,0,91.57,702
"BQ4P5C9R","discount_code","percentage","order",-154,1,1339.1,-594.78,610.43,0,91.57,702
"Membership that wasn't loaded when system was down.","manual","fixed_amount",,-100,1,695.65,0,608.7,0,91.3,700
"RXMSCSWY","discount_code","fixed_amount","order",-100,1,695.65,0,608.7,0,91.3,700
"5CE8OMGB","discount_code","fixed_amount","order",-10,1,613.03,0,604.35,0,90.65,695
"GV2QAVN1","discount_code","fixed_amount","order",-200,1,778.25,0,604.35,0,90.65,695
"L0XLL2RS","discount_code","percentage","order",-77,1,669.55,0,602.61,0,90.39,693
"V8HQZCC0","discount_code","percentage","order",-77,1,669.55,0,602.61,0,90.39,693
"UBMTGS6K","discount_code","fixed_amount","order",-65,1,656.5,0,600,0,90,690
"FEHAPFG4","discount_code","fixed_amount","order",-100,1,682.59,0,595.65,0,89.35,685
"Z7A7HMUB","discount_code","fixed_amount","order",-18,1,607.82,0,592.18,0,88.82,681
"ZRUZNYYE","discount_code","fixed_amount","order",-200,1,765.2,0,591.3,0,88.7,680
"Happy Hour Discount-2025-12-29T22:00:00Z","automatic","percentage","order",-120,1,695.64,0,591.3,0,88.7,680
"R8FPLVSZ","discount_code","percentage","order",-75,1,652.17,0,586.96,0,88.04,675
"D7Q2FDCI","discount_code","fixed_amount","order",-100,1,673.9,0,586.96,0,88.04,675
"KEMJKS9H","discount_code","fixed_amount","order",-200,1,760.86,0,586.96,0,88.04,675
"T0WLX91A","discount_code","fixed_amount","order",-100,1,673.9,0,586.96,0,88.04,675
"WU3UV2JB","discount_code","percentage","order",-74.5,1,647.81,0,583.04,0,87.46,670.5
"O1XYEJQX","discount_code","fixed_amount","order",-200,1,756.51,0,582.61,0,87.39,670
"MKRLONNW","discount_code","percentage","order",-74,1,643.46,0,579.13,0,86.87,666
"L0DLJE9R","discount_code","percentage","order",-74,1,740,0,666,0,0,666
"MLXFOFQW","discount_code","fixed_amount","order",-100,1,760,0,660,0,0,660
"FZS6TBTB","discount_code","fixed_amount","order",-100,1,660.85,0,573.91,0,86.09,660
"MY9SISUI","discount_code","fixed_amount","order",-100,1,660.85,0,573.91,0,86.09,660
"NZIN4ZYD","discount_code","fixed_amount","order",-100,1,660.85,0,573.91,0,86.09,660
"GU6NWB44","discount_code","fixed_amount","order",-310,1,843.46,0,573.91,0,86.09,660
"JRPCFC1X","discount_code","fixed_amount","order",-100,1,660.83,0,573.91,0,86.09,660
"NGCNCPNG","discount_code","fixed_amount","order",-200,1,747.81,0,573.91,0,86.09,660
"BLT2P9SF","discount_code","fixed_amount","order",-100,1,659.97,0,573.04,0,85.96,659
"ZL2NPJKC","discount_code","fixed_amount","order",-295,1,826.09,0,569.57,0,85.43,655
"MG6Q3YL2","discount_code","fixed_amount","order",-100,1,656.51,0,569.57,0,85.43,655
"EMTHEAR3","discount_code","percentage","order",-72.5,1,630.42,0,567.39,0,85.11,652.5
"Z5GKYLAX","discount_code","fixed_amount","order",-100,1,652.17,0,565.22,0,84.78,650
"2Q8NSADG","discount_code","fixed_amount","order",-100,1,652.17,0,565.22,0,84.78,650
"G9NFUX1O","discount_code","fixed_amount","order",-500,1,999.99,0,565.22,0,84.78,650
"NTAMM4XF","discount_code","fixed_amount","order",-220,1,756.52,0,565.22,0,84.78,650
"BFAEREUD","discount_code","fixed_amount","order",-100,1,652.17,0,565.22,0,84.78,650
"QFNZZY3B","discount_code","fixed_amount","order",-100,1,652.17,0,565.22,0,84.78,650
"OYZXDHKO","discount_code","fixed_amount","order",-500,1,1149,0,649,0,0,649
"Happy Hour Discount-2025-11-22T22:00:00Z","automatic","percentage","order",-114,1,660.86,0,561.74,0,84.26,646
"BMPS8G8B","discount_code","fixed_amount","order",-200,1,735.63,0,561.74,0,84.26,646
"IYCKXJJ9","discount_code","percentage","order",-92,1,920,0,644,0,0,644
"DEMRJ4GZ","discount_code","percentage","order",-92,1,920,0,644,0,0,644
"DDIEV54X","discount_code","percentage","order",-92,1,920,0,644,0,0,644
"HLY1CMGI","discount_code","fixed_amount","order",-500,1,991.3,0,556.52,0,83.48,640
"GATFYPQZ","discount_code","fixed_amount","order",-120,1,660.86,0,556.52,0,83.48,640
"FTENPPOO","discount_code","fixed_amount","order",-500,1,991.3,0,556.52,0,83.48,640
"IZHGWTFX","discount_code","fixed_amount","order",-188,1,717.37,0,553.91,0,83.09,637
"D1KVTWTE","discount_code","fixed_amount","order",-200,1,726.07,0,552.17,0,82.83,635
"QCXWGZSU","discount_code","fixed_amount","order",-136,1,669.53,0,551.3,0,82.7,634
"9L5MGWAN","discount_code","fixed_amount","order",-200,1,717.38,0,543.48,0,81.52,625
"QVURAZBP","discount_code","fixed_amount","order",-200,1,825,0,625,0,0,625
"FREHZCZP","discount_code","fixed_amount","order",-500,1,978.25,0,543.48,0,81.52,625
"RXDMCQ8R","discount_code","fixed_amount","order",-100,1,630.43,0,543.48,0,81.52,625
"BODFP9BX","discount_code","fixed_amount","order",-100,1,626.06,0,539.13,0,80.87,620
"BEPJRHJC","discount_code","fixed_amount","order",-1,1,620,0,619,0,0,619
"0WAG2E80","discount_code","fixed_amount","order",-200,1,712.17,0,538.26,0,80.74,619
"ZFPWABGO","discount_code","fixed_amount","order",-144,1,660.86,0,535.65,0,80.35,616
"HTRJZXQB","discount_code","fixed_amount","order",-200,1,815,0,615,0,0,615
"FN1PU8H3","discount_code","fixed_amount","order",-100,1,608.69,0,521.74,0,78.26,600
"RRZG9THL","discount_code","fixed_amount","order",-100,1,608.69,0,521.74,0,78.26,600
